Residency,University,Offer type,Postgrad,Rural?,GPA,GAMSAT,GPA/7 + GAMSAT/100,Year,Deakin Bonus,Melbourne Access,,,,,,,,
Local,Australian National University,CSP,None,No,7,79,1.79,2016,,,,,,,,,,
Local,Australian National University,CSP,None,No,7,79,1.79,2016,,,,,,,,,,
Local,Australian National University,CSP,PhD,No,6.75,62,1.584285714,2016,,,,,,,,,,
Local,Australian National University,CSP,PhD,No,7,66,1.66,2016,,,,,,,,,,
Local,Australian National University,BMP,None,Yes,6.51,60,1.53,2016,,,,,,,,,,
Local,Australian National University,BMP,None,Yes,6.69,58,1.535714285,2016,,,,,,,,,,
Local,Australian National University,BMP,None,Yes,6.4,65,1.564285714,2016,,,,,,,,,,
Local,Australian National University,BMP,None,Yes,6.38,76,1.671428571,2016,,,,,,,,,,
Local,Deakin University,BMP,Masters (coursework),No,6.62,64,1.585714285,2016,,,,,,,,,,
Local,Deakin University,BMP,None,No,6.8,61,1.581428571,2016,,,,,,,,,,
Local,Deakin University,BMP,None,No,6.77,62,1.587142857,2016,,,,,,,,,,
Local,Deakin University,BMP,None,No,6.81,66,1.632857142,2016,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.41,69,1.605714285,2016,,,,,,,,,,
Local,Deakin University,CSP,Honours,No,6.67,67,1.622857142,2016,,,,,,,,,,
Local,Deakin University,CSP,Masters (coursework),No,6.96,67,1.664285714,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.55,63,1.565714285,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.99,58,1.578571428,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.75,62,1.584285714,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.66,65,1.601428571,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.82,64,1.614285714,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.96,63,1.624285714,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.7,67,1.627142857,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.74,67,1.632857142,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.88,65,1.632857142,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,6.93,70,1.69,2016,,,,,,,,,,
Local,Deakin University,CSP,None,No,7,69,1.69,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.8,60,1.571428571,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.35,70,1.607142857,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.9,63,1.615714285,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.88,64,1.622857142,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.86,65,1.63,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.77,68,1.647142857,2016,,,,,,,,,,
Local,Deakin University,Othe,None,No,6.96,67,1.664285714,2016,,,,,,,,,,
Local,Deakin University,BMP,None,Yes,6.14,62,1.497142857,2016,,,,,,,,,,
Local,Deakin University,BMP,None,Yes,6.83,62,1.595714285,2016,,,,,,,,,,
Local,Deakin University,BMP,None,Yes,6.6,69,1.632857142,2016,,,,,,,,,,
Local,Deakin University,CSP,Honours,Yes,6.47,63,1.554285714,2016,,,,,,,,,,
Local,Deakin University,CSP,Honours,Yes,6.53,66,1.592857142,2016,,,,,,,,,,
Local,Deakin University,Othe,None,Yes,6.95,57,1.562857142,2016,,,,,,,,,,
Local,Deakin University,Othe,None,Yes,6.76,62,1.585714285,2016,,,,,,,,,,
Local,Deakin University,Othe,None,Yes,6.85,67,1.648571428,2016,,,,,,,,,,
Local,Flinders University,BMP,Honours,No,6.2,62,1.505714285,2016,,,,,,,,,,
Local,Flinders University,CSP,Masters (coursework),No,5,60,1.314285714,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,5.74,63,1.45,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.42,63,1.547142857,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.33,66,1.564285714,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.75,66,1.624285714,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.5,70,1.628571428,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.5,70,1.628571428,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.5,70,1.628571428,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.79,68,1.65,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.87,72,1.701428571,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.87,72,1.701428571,2016,,,,,,,,,,
Local,Flinders University,CSP,None,No,6.96,66,1.654285714,2016,,,,,,,,,,
Local,Flinders University,Othe,Honours,No,5.8,66,1.488571428,2016,,,,,,,,,,
Local,Flinders University,Othe,None,No,5.7,60,1.414285714,2016,,,,,,,,,,
Local,Flinders University,Othe,None,No,6.33,64,1.544285714,2016,,,,,,,,,,
Local,Flinders University,Othe,None,No,6.32,67,1.572857142,2016,,,,,,,,,,
Local,Flinders University,Othe,None,No,6.68,70,1.654285714,2016,,,,,,,,,,
Local,Flinders University,Othe,None,No,6.68,70,1.654285714,2016,,,,,,,,,,
Local,Flinders University,Othe,None,No,6.68,70,1.654285714,2016,,,,,,,,,,
Local,Flinders University,CSP,None,Yes,5.93,60,1.447142857,2016,,,,,,,,,,
Local,Flinders University,CSP,None,Yes,6.77,60,1.567142857,2016,,,,,,,,,,
Local,Griffith University,BMP,None,No,6.94,61,1.601428571,2016,,,,,,,,,,
Local,Griffith University,BMP,None,No,6.82,69,1.664285714,2016,,,,,,,,,,
Local,Griffith University,CSP,Honours,No,5.8,66,1.488571428,2016,,,,,,,,,,
Local,Griffith University,CSP,Honours,No,6.76,65,1.615714285,2016,,,,,,,,,,
Local,Griffith University,CSP,Honours,No,6.55,69,1.625714285,2016,,,,,,,,,,
Local,Griffith University,CSP,Honours,No,6.55,69,1.625714285,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.55,64,1.575714285,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.45,66,1.581428571,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.85,61,1.588571428,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,7,59,1.59,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.9,61,1.595714285,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.84,62,1.597142857,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.93,61,1.6,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.58,66,1.6,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.53,67,1.602857142,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.8,64,1.611428571,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.67,66,1.612857142,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.65,67,1.62,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.79,65,1.62,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.85,65,1.628571428,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.81,66,1.632857142,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.85,67,1.648571428,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.93,67,1.66,2016,,,,,,,,,,
Local,Griffith University,CSP,None,No,6.88,69,1.672857142,2016,,,,,,,,,,
Local,Griffith University,CSP,PhD,No,7,61,1.61,2016,,,,,,,,,,
Local,Griffith University,Othe,None,No,6.68,65,1.604285714,2016,,,,,,,,,,
Local,Griffith University,Othe,None,No,6.9,62,1.605714285,2016,,,,,,,,,,
Local,Griffith University,Othe,None,No,6.98,65,1.647142857,2016,,,,,,,,,,
Local,Griffith University,Othe,None,No,6.98,66,1.657142857,2016,,,,,,,,,,
Local,Griffith University,CSP,None,Yes,6.99,71,1.708571428,2016,,,,,,,,,,
Local,Monash University,BMP,Honours,No,6.45,63,1.551428571,2016,,,,,,,,,,
Local,Monash University,BMP,Honours,No,5.99,70,1.555714285,2016,,,,,,,,,,
Local,Monash University,BMP,Honours,No,6.59,67,1.611428571,2016,,,,,,,,,,
Local,Monash University,BMP,None,No,6.15,69,1.568571428,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,5.73,69,1.508571428,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.5,60,1.528571428,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,5.95,69,1.54,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.19,69,1.574285714,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6,72,1.577142857,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.32,68,1.582857142,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.32,68,1.582857142,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6,74,1.597142857,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.38,70,1.611428571,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.14,75,1.627142857,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.26,74,1.634285714,2016,,,,,,,,,,
Local,Monash University,CSP,None,No,6.85,72,1.698571428,2016,,,,,,,,,,
Local,Monash University,FFP,None,No,6.4,71,1.624285714,2016,,,,,,,,,,
Local,Monash University,FFP,None,No,6.5,70,1.628571428,2016,,,,,,,,,,
Local,Monash University,BMP,None,Yes,5.75,58,1.401428571,2016,,,,,,,,,,
Local,Monash University,BMP,None,Yes,5.58,65,1.447142857,2016,,,,,,,,,,
Local,Monash University,BMP,None,Yes,6.35,62,1.527142857,2016,,,,,,,,,,
Local,Monash University,CSP,None,Yes,5.79,60,1.427142857,2016,,,,,,,,,,
Local,Monash University,CSP,None,Yes,7,70,1.7,2016,,,,,,,,,,
Local,Monash University,CSP,None,Yes,7,70,1.7,2016,,,,,,,,,,
Local,Monash University,CSP,None,Yes,7,67,1.67,2016,,,,,,,,,,
Local,University of Melbourne,BMP,Honours,No,6.8,67,1.641428571,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.02,64,1.5,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.33,67,1.574285714,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.36,68,1.588571428,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.84,63,1.607142857,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.7,67,1.627142857,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.8,67,1.641428571,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.74,68,1.642857142,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.99,65,1.648571428,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.7,70,1.657142857,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.85,68,1.658571428,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,7,66,1.66,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.94,68,1.671428571,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.77,72,1.687142857,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,No,6.77,72,1.687142857,2016,,,,,,,,,,
Local,University of Melbourne,CSP,Masters (coursework),No,6.66,72,1.671428571,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.76,60,1.565714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.99,60,1.598571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,60,1.6,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.64,69,1.638571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.44,72,1.64,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.9,66,1.645714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.85,67,1.648571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.72,69,1.65,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.53,72,1.652857142,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.68,70,1.654285714,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.68,70,1.654285714,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.62,71,1.655714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.78,69,1.658571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.3,76,1.66,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.78,70,1.668571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.94,68,1.671428571,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.98,68,1.677142857,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.8,73,1.701428571,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.88,72,1.702857142,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.97,71,1.705714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.86,73,1.71,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.98,72,1.717142857,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.57,78,1.718571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.99,72,1.718571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.9,74,1.725714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.93,74,1.73,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.97,74,1.735714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.91,75,1.737142857,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.91,75,1.737142857,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.89,76,1.744285714,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.9,76,1.745714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,75,1.75,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,6.96,76,1.754285714,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,77,1.77,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,No,7,77,1.77,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.58,59,1.53,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.4,64,1.554285714,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.49,68,1.607142857,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.77,64,1.607142857,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.77,64,1.607142857,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.94,64,1.631428571,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,No,6.97,68,1.675714285,2016,,,,,,,,,,
Local,University of Melbourne,BMP,Honours,Yes,6.41,60,1.515714285,2016,,,,,,,,,,
Local,University of Melbourne,BMP,Honours,Yes,6.3,66,1.56,2016,,,,,,,,,,
Local,University of Melbourne,BMP,Honours,Yes,6.55,64,1.575714285,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.1,64,1.511428571,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.77,59,1.557142857,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.5,68,1.608571428,2016,,,,,,,,,,
Local,University of Melbourne,BMP,None,Yes,6.55,71,1.645714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,Masters (coursework),Yes,6.51,71,1.64,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.2,66,1.545714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.92,61,1.598571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.75,65,1.614285714,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.71,70,1.658571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.92,67,1.658571428,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.9,70,1.685714285,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,7,70,1.7,2016,,,,,,,,,,
Local,University of Melbourne,CSP,None,Yes,6.85,80,1.778571428,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,Yes,6.01,59,1.448571428,2016,,,,,,,,,,
Local,University of Melbourne,FFP,None,Yes,6.1,58,1.451428571,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,BMP,None,No,6.9,60,1.585714285,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,BMP,None,No,6.87,63,1.611428571,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,5.8,69,1.518571428,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.8,62,1.591428571,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Honours,No,6.9,61,1.595714285,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Masters (coursework),No,5.65,60,1.407142857,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Masters (coursework),No,6.19,66,1.544285714,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,Masters (coursework),No,6.88,66,1.642857142,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.48,61,1.535714285,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.47,62,1.544285714,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.48,64,1.565714285,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.72,63,1.59,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,No,6.8,62,1.591428571,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,FFP,Honours,No,6.49,66,1.587142857,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,FFP,None,No,5.35,67,1.434285714,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,FFP,None,No,5.95,66,1.51,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,FFP,None,No,6.45,61,1.531428571,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,FFP,None,No,6.35,65,1.557142857,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,FFP,None,No,6.77,65,1.617142857,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,6.84,59,1.567142857,2016,,,,,,,,,,
Local,University of Notre Dame Fremantle,CSP,None,Yes,6.74,63,1.592857142,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,Honours,No,6.47,63,1.554285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,No,6.21,65,1.537142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,No,6.21,65,1.537142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Honours,No,6.9,62,1.605714285,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Masters (research),No,6.71,64,1.598571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.59,58,1.521428571,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.59,58,1.521428571,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.22,65,1.538571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.22,65,1.538571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.56,62,1.557142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.44,65,1.57,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.76,62,1.585714285,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.64,65,1.598571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.59,66,1.601428571,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,No,6.82,66,1.634285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.59,58,1.521428571,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.21,64,1.527142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.7,57,1.527142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.54,60,1.534285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Honours,No,6.8,58,1.551428571,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Masters (coursework),No,5.56,62,1.414285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,Masters (coursework),No,6.2,64,1.525714285,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6,60,1.457142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,5.95,61,1.46,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.32,60,1.502857142,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.33,61,1.514285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.33,62,1.524285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.54,61,1.544285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.78,59,1.558571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.87,62,1.601428571,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,No,6.93,66,1.65,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,Honours,Yes,5.51,71,1.497142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,None,Yes,6.12,60,1.474285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,None,Yes,6.7,60,1.557142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,BMP,None,Yes,6.75,61,1.574285714,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,Masters (coursework),Yes,6.15,60,1.478571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,Yes,6.23,54,1.43,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,Yes,6.37,62,1.53,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,CSP,None,Yes,6.5,64,1.568571428,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,Yes,5.79,57,1.397142857,2016,,,,,,,,,,
Local,University of Notre Dame Sydney,FFP,None,Yes,6.51,56,1.49,2016,,,,,,,,,,
Local,University of Queensland,BMP,Honours,No,6,68,1.537142857,2016,,,,,,,,,,
Local,University of Queensland,BMP,Honours,No,6.48,69,1.615714285,2016,,,,,,,,,,
Local,University of Queensland,BMP,Honours,No,6.7,68,1.637142857,2016,,,,,,,,,,
Local,University of Queensland,BMP,None,No,5.63,70,1.504285714,2016,,,,,,,,,,
Local,University of Queensland,BMP,None,No,5.64,70,1.505714285,2016,,,,,,,,,,
Local,University of Queensland,BMP,None,No,6.19,69,1.574285714,2016,,,,,,,,,,
Local,University of Queensland,BMP,None,No,6.25,69,1.582857142,2016,,,,,,,,,,
